id	filename	md5	size	state
3a7acf51-5f77-4e40-852c-395e2f1a978f	d30c9651-0eee-4446-aa6f-5dbbb1c3cab4.wxs.aliquot_ensemble_raw.maf.gz	41947b1b86ce07b4c3b9aad705a99a4a	1111482	released
150af798-5d55-453e-a201-f2213b92c43f	80e03a98-f4e8-42a8-9b6e-5b502222690b.wxs.aliquot_ensemble_raw.maf.gz	adf5525cb6b3c08af0dd14a6c09017b7	197580	released
f05a16af-901d-478a-a5fa-cdd251e9ce08	19aa1736-30b3-4ed9-b827-373a79b8de70.wxs.aliquot_ensemble_raw.maf.gz	0dd32242c0e1438a822f69cc88026904	99862	released
63831af6-6fc6-4e4b-a2c4-45af6ff36f5a	84974264-b654-4f88-bdd4-0ee18f90d7d8.wxs.aliquot_ensemble_raw.maf.gz	8c77932ab6b554d090457bd27eb66871	358847	released
c6903143-2ab6-4ba9-8d35-535f0f2d766e	a34b1b60-ae5a-46a4-b0a2-f6d2366e4f9b.wxs.aliquot_ensemble_raw.maf.gz	f4f511b881a324a9ec0dd8f5f90056ee	141515	released
fd284cab-ca2a-405e-9520-eb924eac177e	fe22b003-4498-4772-b50f-c597b2b4ba2b.wxs.aliquot_ensemble_raw.maf.gz	dfecafc9fe2ba10ef257a1f785fd535f	89662	released
79dfd0f6-ac3b-4e87-8be7-a97d882bf11b	467027c9-4691-4da8-aca0-55410f41c4e0.wxs.aliquot_ensemble_raw.maf.gz	a616452b5e18588772dc8a1153494bc1	99813	released
7326fd40-09bb-4ae1-bdc1-4d214fb8001c	e1579ac6-e964-463a-9121-36cf21144620.wxs.aliquot_ensemble_raw.maf.gz	8e9dd0aa58f1845d993d6b1adbfad016	274833	released
232270d1-fbac-4a2e-9968-57419f359c9b	de3d8411-e578-4519-8785-2d0794a1dcad.wxs.aliquot_ensemble_raw.maf.gz	a0fe87d2df92f31b0ba3c18ee7512255	410037	released
2e056135-0b9b-4534-9d27-d913d24b1ff8	8c3e48d3-618b-40d3-a9c7-bc98a3bd226f.wxs.aliquot_ensemble_raw.maf.gz	d7b92f4063227ae898e94132b6597ddd	148281	released
602f097d-5949-4638-b85e-730679c1a6c4	43284a2d-bc4f-4ef1-b2f8-591652897c4e.wxs.aliquot_ensemble_raw.maf.gz	e29ef4c83355f5832c0c8c66f3dee878	145425	released
37c5dfb5-285a-47ba-9bcd-38ba318bbf01	be74c31e-7e92-4d6e-b51f-147c08571e3c.wxs.aliquot_ensemble_raw.maf.gz	928f4ead8028813ee12600f39c67551a	281575	released
c9b3999b-58c9-4a83-8731-c723736164c4	241a7084-76d4-4e1d-83cf-b119b2d12cf4.wxs.aliquot_ensemble_raw.maf.gz	f4a577f353b1b687b3bad235ba1712e8	104953	released
96318fad-8bfb-45a4-a581-840368cb3152	6f3ed15f-ea3a-4f62-b5dd-4d9af15beec9.wxs.aliquot_ensemble_raw.maf.gz	8e20925184126ce66e368e24048f05c7	296995	released
0cac0ced-4eed-4ff5-9c33-d858f5ad1fe5	70e49dda-c41a-492b-b841-ef3155c006a5.wxs.aliquot_ensemble_raw.maf.gz	22ffe87ef2861e094c3d5b08400d0c0b	191041	released
43df0e38-1c60-40b4-a67e-795ba04e9280	bad7aa24-1d36-4d5e-8766-34578be3d624.wxs.aliquot_ensemble_raw.maf.gz	5cd86e8fc261d7ba9f1236e171e163d3	348297	released
